ts,run_id,component,operation,metric,value_ms,program_id,service_id
1776620475827,,launcher,start,getIntegratedServices_ms,0.002900,24,
1776620475827,,launcher,start,exchangeKeys_ms,0.003779,24,
1776620475827,,launcher,start,generateAttestableDoc_ms,0.189104,24,
1776620475828,,launcher,start,generateCertificate_ms,0.803975,24,
1776620475828,,launcher,start,sign_ms,0.000920,24,
1776620475868,1776620475-1,launcher,read_write,lookupService_ms,0.009560,24,store-service
1776620475868,1776620475-1,launcher,read_write,getCertificate_ms,0.233025,24,
1776620475869,1776620475-1,launcher,read_write,getProgramPublicKey_ms,0.103521,24,
1776620475,1776620475-1,integration_process,read,decrypt_ms,0.004661,24,store-service
1776620475,1776620475-1,integration_process,read,read_act_total_ms,35.674718,24,store-service
1776620475,1776620475-1,integration_process,execute,execute_total_ms,35.693439,24,
1776620475886,,launcher,start,run_ms,57.738393,24,
1776620475886,,launcher,start,start_total_ms,60.185697,24,
1776620552923,,launcher,start,retrieveProgram_ms,0.028881,25,
1776620553225,,launcher,start,compile_ms,301.835318,25,
1776620562248,,launcher,start,retrieveProgram_ms,0.029160,25,
1776620562248,,launcher,start,createCompartment_ms,0.001960,25,
1776620562249,,launcher,start,deploy_ms,0.000860,25,
1776620562249,,launcher,start,getIntegratedServices_ms,0.003301,25,
1776620562249,,launcher,start,exchangeKeys_ms,0.008960,25,
1776620562249,,launcher,start,generateAttestableDoc_ms,0.187582,25,
1776620562250,,launcher,start,generateCertificate_ms,0.811914,25,
1776620562250,,launcher,start,sign_ms,0.000999,25,
1776620562287,1776620562-1,launcher,read_write,lookupService_ms,0.010301,25,store-service
1776620562288,1776620562-1,launcher,read_write,getCertificate_ms,0.238825,25,
1776620562288,1776620562-1,launcher,read_write,getProgramPublicKey_ms,0.104882,25,
1776620562,1776620562-1,integration_process,read,decrypt_ms,0.004961,25,store-service
1776620562,1776620562-1,integration_process,read,read_act_total_ms,33.677142,25,store-service
1776620562,1776620562-1,integration_process,execute,execute_total_ms,33.698442,25,
1776620562306,,launcher,start,run_ms,55.397809,25,
1776620562306,,launcher,start,start_total_ms,57.872515,25,
1776620590892,,launcher,start,retrieveProgram_ms,0.028601,26,
1776620591190,,launcher,start,compile_ms,297.640763,26,
1776620595947,,launcher,start,retrieveProgram_ms,0.030620,26,
1776620595947,,launcher,start,createCompartment_ms,0.001960,26,
1776620595948,,launcher,start,deploy_ms,0.000859,26,
1776620595948,,launcher,start,getIntegratedServices_ms,0.003160,26,
1776620595948,,launcher,start,exchangeKeys_ms,0.003501,26,
1776620595948,,launcher,start,generateAttestableDoc_ms,0.187664,26,
1776620595949,,launcher,start,generateCertificate_ms,0.794835,26,
1776620595949,,launcher,start,sign_ms,0.000899,26,
1776620595987,1776620595-1,launcher,read_write,lookupService_ms,0.009980,26,store-service
1776620595987,1776620595-1,launcher,read_write,getCertificate_ms,0.238765,26,
1776620595987,1776620595-1,launcher,read_write,getProgramPublicKey_ms,0.101122,26,
1776620596,1776620595-1,integration_process,read,decrypt_ms,0.004519,26,store-service
1776620596,1776620595-1,integration_process,read,read_act_total_ms,33.557720,26,store-service
1776620596,1776620595-1,integration_process,execute,execute_total_ms,33.576700,26,
1776620596005,,launcher,start,run_ms,55.663237,26,
1776620596005,,launcher,start,start_total_ms,58.111879,26,
1776620621400,,launcher,start,retrieveProgram_ms,0.028301,27,
1776620621701,,launcher,start,compile_ms,301.282027,27,
1776620627196,,launcher,start,retrieveProgram_ms,0.028801,27,
1776620627197,,launcher,start,createCompartment_ms,0.001740,27,
1776620627197,,launcher,start,deploy_ms,0.001040,27,
1776620627197,,launcher,start,getIntegratedServices_ms,0.003381,27,
1776620627197,,launcher,start,exchangeKeys_ms,0.008041,27,
1776620627197,,launcher,start,generateAttestableDoc_ms,0.178624,27,
1776620627198,,launcher,start,generateCertificate_ms,0.820854,27,
1776620627198,,launcher,start,sign_ms,0.000919,27,
1776620627236,1776620627-1,launcher,read_write,lookupService_ms,0.013199,27,store-service
1776620627236,1776620627-1,launcher,read_write,getCertificate_ms,0.238263,27,
1776620627237,1776620627-1,launcher,read_write,getProgramPublicKey_ms,0.102542,27,
1776620627,1776620627-1,integration_process,read,decrypt_ms,0.004920,27,store-service
1776620627,1776620627-1,integration_process,read,read_act_total_ms,33.679461,27,store-service
1776620627,1776620627-1,integration_process,execute,execute_total_ms,33.698201,27,
1776620627255,,launcher,start,run_ms,55.811119,27,
1776620627255,,launcher,start,start_total_ms,58.301303,27,
1776620650661,,launcher,start,retrieveProgram_ms,0.029181,28,
1776620650966,,launcher,start,compile_ms,304.897332,28,
1776620657653,,launcher,start,retrieveProgram_ms,0.029440,28,
1776620657653,,launcher,start,createCompartment_ms,0.001760,28,
1776620657653,,launcher,start,deploy_ms,0.000859,28,
1776620657653,,launcher,start,getIntegratedServices_ms,0.003301,28,
1776620657653,,launcher,start,exchangeKeys_ms,0.004120,28,
